Ticker,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-01 00:00:00+00:00,0.6149861812591553,0.6174779534339905,0.6149861812591553,0.6161684989929199,0,101.51280975341797,102.62435150146484,101.51280975341797,102.13445281982422,0,42280.234375,42517.6015625,42277.7265625,42477.25390625,0,2281.796630859375,2295.949951171875,2281.796630859375,2295.486328125,0,0.08947325497865677,0.08996713906526566,0.08947325497865677,0.08989913016557693,0
2024-01-01 01:00:00+00:00,0.616167426109314,0.6188368201255798,0.6158202290534973,0.618817150592804,19452736,102.13445281982422,104.52947998046875,101.86672973632812,104.18042755126953,95465088,42471.40234375,42718.7109375,42433.78515625,42622.8984375,200035328,2295.244873046875,2305.13232421875,2293.775146484375,2303.16552734375,30413824,0.08989878743886948,0.09018154442310333,0.08968757838010788,0.09017644822597504,7266384
2024-01-01 02:00:00+00:00,0.6188104748725891,0.6188104748725891,0.616120457649231,0.6161370277404785,0,104.22547912597656,104.22547912597656,103.41119384765625,103.97022247314453,0,42611.3359375,42611.3359375,42506.359375,42576.6015625,0,2302.814453125,2302.814453125,2292.12353515625,2293.860595703125,0,0.0901738703250885,0.0901738703250885,0.0898934155702591,0.08991698920726776,0
2024-01-01 03:00:00+00:00,0.6161203384399414,0.6161527633666992,0.6129770278930664,0.6135287284851074,7601536,103.97022247314453,103.97022247314453,102.76644134521484,102.88713073730469,0,42575.96875,42581.0078125,42270.7578125,42320.73046875,118417408,2293.439697265625,2293.799072265625,2272.32470703125,2273.409423828125,45711360,0.08991692960262299,0.08992104232311249,0.0892932116985321,0.08936206996440887,1758288
2024-01-01 04:00:00+00:00,0.613487720489502,0.6139253377914429,0.6112112402915955,0.6119143962860107,20043392,102.89553833007812,103.84066772460938,101.96268463134766,102.4315185546875,0,42325.04296875,42387.1640625,42227.984375,42387.1640625,34720768,2273.672119140625,2278.694091796875,2267.01806640625,2278.694091796875,89123840,0.08936265110969543,0.08941903710365295,0.08883816003799438,0.08909644186496735,6628096
2024-01-01 05:00:00+00:00,0.6119558215141296,0.6128039956092834,0.6101630926132202,0.6101630926132202,10032256,102.45376586914062,102.7788314819336,101.68561553955078,101.72872924804688,0,42381.8515625,42396.53515625,42217.109375,42225.484375,39962624,2278.798828125,2282.408447265625,2274.074951171875,2274.898681640625,12864000,0.08910385519266129,0.08938389271497726,0.08903463184833527,0.08903463184833527,0
2024-01-01 06:00:00+00:00,0.6101405620574951,0.6131511330604553,0.6096360683441162,0.61306232213974,9491968,101.72149658203125,102.45672607421875,101.71178436279297,102.43048858642578,0,42234.2890625,42420.7109375,42214.9765625,42408.80078125,78267392,2275.417236328125,2283.265625,2274.4150390625,2282.49462890625,33823232,0.08903311938047409,0.08947641402482986,0.08899018913507462,0.08945158869028091,142720
2024-01-01 07:00:00+00:00,0.6131044626235962,0.6153506636619568,0.6131044626235962,0.6153295040130615,0,102.4281005859375,103.13326263427734,102.12234497070312,102.61204528808594,0,42402.05859375,42506.7265625,42402.05859375,42466.46875,0,2282.4375,2287.607177734375,2282.4375,2284.2470703125,0,0.08944655954837799,0.08971361070871353,0.08944655954837799,0.08964968472719193,0
