Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,MSFT,MSFT,MSFT,MSFT,MSFT,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-02 00:00:00+00:00,151.5399932861328,152.3800048828125,148.38999938964844,149.92999267578125,47339400,138.0495612625078,138.94630438637614,135.9870307924664,137.67092895507812,23711200,370.3424737462839,372.3632885983454,363.319184585885,367.380615234375,25258600,349.9830865162906,351.8160808920403,338.716128268748,344.97222900390625,19042200,186.0330720064728,187.31538170646212,182.79253333369908,184.53208923339844,82488700
2024-01-03 00:00:00+00:00,149.1999969482422,151.0500030517578,148.3300018310547,148.47000122070312,49425500,136.75426190549678,139.12567036509972,136.58487775890734,138.41822814941406,24212100,365.5381225658885,369.7481357898977,365.04282689247566,367.1131591796875,23083500,343.66721813563737,346.62591726275565,341.8740496456423,343.1591491699219,15451100,183.1205556229884,184.77065219734183,182.3352619375341,183.1503753662109,58414500
2024-01-04 00:00:00+00:00,145.58999633789062,147.3800048828125,144.0500030517578,144.57000732421875,56039800,137.92002048142746,138.65735304986882,135.85750529693797,135.89735412597656,27137700,367.1825051718643,369.5896348719219,363.7154354830666,364.4781799316406,20901500,343.1890472206602,346.82515151005265,342.0932270563571,345.799072265625,12099900,181.06292931922465,181.99732186004985,179.80051955406512,180.82437133789065,71983600
2024-01-05 00:00:00+00:00,144.69000244140625,146.58999633789062,144.52999877929688,145.24000549316406,45124800,136.25606616421598,136.66458891457754,134.66183919892327,135.23974609375,22506000,365.4984700948147,368.5593935584056,363.0517083951845,364.2899475097656,20987000,345.66957044089514,352.15480731395206,344.9423678063389,350.6107177734375,13920700,180.90387243418792,181.6692660827433,179.09472708075188,180.09869384765625,62303300
2024-01-08 00:00:00+00:00,146.74000549316406,149.39999389648438,146.14999389648438,149.10000610351562,46757100,135.79772361160872,138.50790038311104,135.76783318574974,138.33851623535156,21404000,365.8253710003868,371.6698841104055,365.53812127674354,371.1646728515625,23134000,353.3502438332912,357.6139555903351,350.7103037694419,357.295166015625,13890200,181.0032534797201,184.49231493340255,180.4167783364005,184.4525451660156,59144500
2024-01-09 00:00:00+00:00,148.3300018310547,151.7100067138672,148.2100067138672,151.3699951171875,43812600,137.99973985902156,140.97894549247778,137.65099797285387,140.44088745117188,24759600,368.509899386066,372.4524336286839,367.6976072202341,372.25433349609375,20830000,355.0437450093804,359.267630734609,354.00769412567,356.06982421875,13463900,182.8223597284498,184.0450148154624,181.63945924679223,184.0350799560547,42841800
2024-01-10 00:00:00+00:00,152.05999755859375,154.4199981689453,151.8800048828125,153.72999572753906,44421800,140.4907073459037,142.48348333662574,140.40103607520302,141.76608276367188,21320200,372.8288615431399,380.5554922110054,372.7793440678221,379.1686401367188,25514200,358.79944872854185,371.5208437574324,357.71356978176505,369.0602416992188,22117200,183.2497662773401,185.28751930959103,182.8223247210693,185.0787811279297,46792900
2024-01-11 00:00:00+00:00,155.0399932861328,157.1699981689453,153.1199951171875,155.17999267578125,49072700,142.97172905920294,144.6954761563001,140.1320169897214,141.5668182373047,24008700,382.3682441685505,387.0042042259602,376.801125864937,381.0111389160156,27850800,370.7139053766167,371.3614257933393,361.54890279679216,368.2632751464844,17205400,185.42670336710847,185.9336693418516,182.524132048394,184.4823760986328,49128400
2024-01-12 00:00:00+00:00,155.38999938964844,156.1999969482422,154.00999450683594,154.6199951171875,40460300,142.15466712346748,142.68275152112463,141.3077464874483,142.13473510742188,18768600,381.8630597761942,385.0230486833725,381.0309666481919,384.8150329589844,21645700,368.7514015910791,375.6251383403932,368.1337657952593,373.0649108886719,19295700,184.94958867585868,185.62553831277884,184.08478570270395,184.8104248046875,40444700
2024-01-16 00:00:00+00:00,153.52999877929688,154.99000549316406,152.14999389648438,153.16000366210938,41384600,141.4870909621475,143.82860876024412,140.93907454092556,141.97532653808594,22670500,389.95617197189966,390.32268591338345,383.9729920985464,386.5980529785156,27202300,372.2280922832176,374.1806251137608,365.83254021531,366.0616455078125,15306900,181.07285998444632,183.1603179365285,179.85018978995151,182.5340881347656,65603000
2024-01-17 00:00:00+00:00,151.49000549316406,152.14999389648438,149.91000366210938,151.7100067138672,34953400,140.83945319494103,141.3276735960756,138.39829037456934,140.95901489257812,20968600,384.32966203351646,386.4395963207224,381.1894739959276,385.8056335449219,22234100,364.9060402149669,367.1375366109116,357.2453019303591,366.9681701660156,12724800,180.1881635122084,181.83824490899735,179.22395137316974,181.58973693847656,47317400
2024-01-18 00:00:00+00:00,152.77000427246094,153.77999877929688,151.82000732421875,153.5,37850200,141.5369186712633,143.68912040365055,141.47713782375382,142.9617462158203,25746400,388.034419353738,390.2830506876362,386.44946725171263,390.1641845703125,23392100,370.07631202431554,375.4159307418802,369.538388844185,374.69866943359375,16354300,184.97940747954692,188.0112080514625,184.72096462518132,187.50425720214844,78005800
2024-01-19 00:00:00+00:00,153.8300018310547,155.75999450683594,152.74000549316406,155.33999633789062,51033700,144.21721204550573,145.9210270994899,143.85851173882352,145.85128784179688,33300700,392.0364126276258,394.9190368652344,389.797666672612,394.9190368652344,29272000,377.5577664428419,382.8973550906052,376.5316871854536,381.9908447265625,21470100,188.20007624137463,190.8044351704297,187.693125392904,190.4167633056641,68741000
